offset_frequency_hz,phase_noise_dbc_per_hz
1958823.5643832819,-138.72745908813084
1964705.917429478,-141.93607277987124
1970588.270475674,-129.046811076577
1976470.62352187,-129.05718087128167
1982352.976568066,-135.65788572962424
1988235.329614262,-131.54520164379394
1994117.6826604581,-140.09857641381575
2000000.0357066542,-126.15808809405424
2005882.3887528502,-125.88310985277552
2011764.7417990463,-144.17699250498737
2017647.0948452423,-129.9906085999387
2023529.4478914384,-130.228660997363
2029411.8009376344,-132.90895065632705
2035294.1539838305,-131.76915451752203
2041176.5070300265,-133.77944485419908
2047058.8600762226,-136.0239487995711
2052941.2131224186,-139.05517532142733
2058823.5661686147,-145.6288713262931
2064705.9192148107,-126.71900412026018
2070588.2722610068,-124.07573259519033
2076470.6253072028,-125.5614042820655
2082352.9783533989,-128.7911372865853
2088235.331399595,-131.66535983973327
2094117.684445791,-128.04115954288687
2100000.037491987,-133.00142676901007
2105882.390538183,-132.07786337883692
2111764.743584379,-128.35436632798564
2117647.096630575,-132.79867125137594
2123529.449676771,-130.92896595305652
2129411.802722967,-135.84745766777544
2135294.1557691633,-129.98089005903046
2141176.5088153593,-130.5663305469671
2147058.8618615554,-138.86587281652825
2152941.2149077514,-134.36332066187117
2158823.5679539475,-130.46877514958828
2164705.9210001435,-126.00351971458372
2170588.2740463396,-125.79007242679938
2176470.6270925356,-134.73153658797173
2182352.9801387317,-137.24515170610613
2188235.3331849277,-133.80421001349245
2194117.6862311237,-128.80439513848935
2200000.03927732,-127.70928834398796
2205882.392323516,-130.0777089760616
2211764.745369712,-129.3113726267399
2217647.098415908,-127.14856947126627
2223529.451462104,-129.999611198587
2229411.8045083,-135.1867609070883
2235294.157554496,-140.53665234641142
2241176.510600692,-131.8294725547191
2247058.863646888,-126.28666832314188
2252941.216693084,-130.09469794134424
2258823.5697392803,-134.45825935967335
2264705.922785476,-133.31379527693213
2270588.275831672,-127.5187336642381
2276470.628877868,-125.34173549843494
2282352.981924064,-129.54370094203986
2288235.33497026,-129.67782556740406
2294117.688016456,-130.21207511149086
2300000.041062652,-128.17332508025927
2305882.394108848,-129.02603414254008
2311764.747155044,-131.60292696399992
2317647.1002012403,-133.06629039317232
2323529.4532474363,-137.14879211468175
2329411.8062936324,-141.5279058287885
2335294.1593398284,-137.86493795092346
2341176.5123860245,-141.4928642500217
2347058.8654322205,-133.37342846305188
2352941.2184784166,-135.82057862497325
2358823.5715246126,-133.00186717991207
2364705.9245708087,-125.56570213524283
2370588.2776170047,-128.30994549461732
2376470.6306632007,-130.17979259389796
2382352.983709397,-128.64710678247656
2388235.336755593,-130.3325399688197
2394117.689801789,-135.24922581063345
2400000.042847985,-131.791750947074
2405882.395894181,-131.38778937826098
2411764.748940377,-134.70776524871593
2417647.101986573,-129.85600390459675
2423529.455032769,-138.1410003276195
2429411.808078965,-131.65351997160312
2435294.161125161,-131.74479714806748
2441176.5141713573,-142.13002483554234
2447058.8672175533,-137.34140336915834
2452941.2202637494,-138.46115273215574
2458823.5733099454,-148.6440959121071
2464705.9263561415,-142.03733461278523
2470588.2794023375,-143.8068788029453
2476470.6324485335,-135.84399528187998
2482352.9854947296,-132.3247099747525
2488235.3385409256,-131.29639019871337
2494117.6915871217,-135.71652073728234
2500000.0446333177,-142.25259911607816
2505882.397679514,-136.78783993633982
2511764.75072571,-156.91002241065303
2517647.103771906,-129.12676712422217
2523529.456818102,-125.28674405845324
2529411.809864298,-127.97997014602726
2535294.162910494,-133.65169505212708
2541176.51595669,-138.7331903618604
2547058.869002886,-136.59707287635916
2552941.222049082,-136.8420451120146
2558823.575095278,-132.46666578782475
2564705.9281414743,-130.85495194753315
2570588.2811876703,-141.04472336244743
2576470.6342338664,-134.50921115773477
2582352.9872800624,-139.8280691635441
2588235.3403262584,-147.88367078860398
2594117.6933724545,-139.095496205417
2600000.0464186505,-137.89692246727523
2605882.3994648466,-142.38140620633746
2611764.7525110426,-154.25196792597544
2617647.1055572387,-137.16282810052252
2623529.4586034347,-129.65746924880196
2629411.811649631,-132.94581094720778
2635294.164695827,-134.1233474104952
2641176.517742023,-132.54035855898832
2647058.870788219,-131.71243327538852
2652941.223834415,-134.37373826637074
2658823.576880611,-150.66295879622007
2664705.929926807,-135.1544607075697
2670588.282973003,-129.96872626103357
2676470.636019199,-129.4571483656993
2682352.989065395,-128.33024721250712
2688235.3421115912,-130.84955848149895
2694117.6951577873,-143.02955522814472
2700000.0482039833,-141.62532623058388
2705882.4012501794,-131.04924076902176
2711764.7542963754,-128.55960833056062
2717647.1073425715,-135.02438424454576
2723529.4603887675,-141.67337911138821
