period_number,period_s,period_error_s,period_error_fs
1837,3.9212257724977485e-09,-2.7227421120422967e-13,-272.2742112042297
1838,3.921253455784184e-09,-2.445909247684512e-13,-244.59092476845123
1839,3.921276485674896e-09,-2.2156103405698057e-13,-221.56103405698056
1840,3.921246970520469e-09,-2.510761884833905e-13,-251.07618848339052
1841,3.921249064385915e-09,-2.489823230377779e-13,-248.9823230377779
1842,3.921247479797335e-09,-2.5056691161791976e-13,-250.56691161791977
1843,3.9212411919668354e-09,-2.5685474211724945e-13,-256.85474211724943
1844,3.92122274898315e-09,-2.7529772580264e-13,-275.29772580264
1845,3.921277556839537e-09,-2.204898694156192e-13,-220.4898694156192
1846,3.921300431120132e-09,-1.9761558882095453e-13,-197.6155888209545
1847,3.9212881385985304e-09,-2.099081104222693e-13,-209.9081104222693
1848,3.9212786709656895e-09,-2.193757432631731e-13,-219.3757432631731
1849,3.9212779782960266e-09,-2.2006841292611977e-13,-220.06841292611978
1850,3.921275591018368e-09,-2.224556905846613e-13,-222.45569058466128
1851,3.921273197208391e-09,-2.2484950056129204e-13,-224.84950056129205
1852,3.921269092202126e-09,-2.2895450682675666e-13,-228.95450682675664
1853,3.921296575805627e-09,-2.0147090332609573e-13,-201.47090332609574
1854,3.921322063609768e-09,-1.7598309918454612e-13,-175.98309918454612
1855,3.921321021203589e-09,-1.770255053632823e-13,-177.02550536328232
1856,3.921303355050761e-09,-1.94691658192087e-13,-194.691658192087
1857,3.921310494305226e-09,-1.8755240372670444e-13,-187.55240372670445
1858,3.921289650952141e-09,-2.0839575681186927e-13,-208.39575681186926
1859,3.921289080417853e-09,-2.0896629110008546e-13,-208.96629110008544
1860,3.9212873236579675e-09,-2.1072305098521803e-13,-210.72305098521804
1861,3.921342386735546e-09,-1.5565997340679415e-13,-155.65997340679414
1862,3.9213532355877444e-09,-1.4481112120825245e-13,-144.81112120825244
1863,3.921332462816221e-09,-1.6558389273198847e-13,-165.58389273198847
1864,3.921327795651129e-09,-1.7025105782388682e-13,-170.2510578238868
1865,3.921324902240791e-09,-1.7314446816159889e-13,-173.1444681615989
1866,3.9213211320361565e-09,-1.7691467279619998e-13,-176.91467279619997
1867,3.921322357889343e-09,-1.7568881960987924e-13,-175.68881960987923
1868,3.921340877580332e-09,-1.5716912862078535e-13,-157.16912862078536
1869,3.921362947952121e-09,-1.3509875683196436e-13,-135.09875683196435
1870,3.9213686810505785e-09,-1.293656583741869e-13,-129.3656583741869
1871,3.921352989717797e-09,-1.4505699115591785e-13,-145.05699115591784
1872,3.921346757533974e-09,-1.512891749787447e-13,-151.2891749787447
1873,3.921352527170045e-09,-1.4551953890775448e-13,-145.51953890775448
1874,3.9213314605797325e-09,-1.6658612922023407e-13,-166.58612922023406
1875,3.921351668183769e-09,-1.4637852518396043e-13,-146.37852518396042
1876,3.921397325726186e-09,-1.0072098276701124e-13,-100.72098276701124
1877,3.9213851175826184e-09,-1.1292912633425233e-13,-112.92912633425233
1878,3.9213749526993604e-09,-1.2309400959228155e-13,-123.09400959228155
1879,3.92137528197156e-09,-1.227647373924977e-13,-122.76473739249771
1880,3.921359874238962e-09,-1.3817246999096077e-13,-138.17246999096076
1881,3.9213692703957744e-09,-1.2877631317827808e-13,-128.7763131782781
1882,3.9213425966099814e-09,-1.5545009897125527e-13,-155.45009897125527
1883,3.9214222936282805e-09,-7.575308067222274e-14,-75.75308067222274
1884,3.92140960469526e-09,-8.844201369285253e-14,-88.44201369285253
1885,3.921399837768409e-09,-9.820894054347095e-14,-98.20894054347094
1886,3.921396163000671e-09,-1.01883708281839e-13,-101.883708281839
1887,3.9213894444979636e-09,-1.0860221098913424e-13,-108.60221098913424
1888,3.921384718623324e-09,-1.1332808562867268e-13,-113.32808562867268
1889,3.921385607289635e-09,-1.1243941931799494e-13,-112.43941931799493
1890,3.921417688967444e-09,-8.03577415088773e-14,-80.3577415088773
1891,3.921426260317454e-09,-7.178639149891296e-14,-71.78639149891296
1892,3.921426777156629e-09,-7.126955232328912e-14,-71.26955232328912
1893,3.921409463450822e-09,-8.858325813087308e-14,-88.58325813087308
1894,3.921413388560842e-09,-8.465814811087812e-14,-84.65814811087812
1895,3.9214063351751885e-09,-9.171153376419982e-14,-91.71153376419981
1896,3.921398018233218e-09,-1.0002847573439043e-13,-100.02847573439043
1897,3.921428235598287e-09,-6.981111066591593e-14,-69.81111066591593
1898,3.921459852749675e-09,-3.819395927759971e-14,-38.19395927759971
1899,3.9214436479929546e-09,-5.439871599811118e-14,-54.39871599811118
1900,3.921432437179861e-09,-6.560952909193717e-14,-65.60952909193718
1901,3.921433354523319e-09,-6.469218563379718e-14,-64.69218563379718
1902,3.921424914876768e-09,-7.313183218485885e-14,-73.13183218485885
1903,3.92141768476616e-09,-8.036194279229568e-14,-80.36194279229568
1904,3.921442434011782e-09,-5.56126971706432e-14,-55.6126971706432
1905,3.921467921571978e-09,-3.01251369745824e-14,-30.1251369745824
1906,3.921475559613653e-09,-2.2487095299747896e-14,-22.487095299747896
1907,3.92145087948592e-09,-4.716722303290443e-14,-47.167223032904424
1908,3.921451854752879e-09,-4.6191956073699404e-14,-46.1919560736994
1909,3.9214340759514445e-09,-6.397075750822533e-14,-63.97075750822533
1910,3.921426764606989e-09,-7.128210196343564e-14,-71.28210196343564
1911,3.921467864000843e-09,-3.018270810994138e-14,-30.18270810994138
1912,3.921440483044183e-09,-5.756366476992224e-14,-57.56366476992224
1913,3.921411393520424e-09,-8.66531885284687e-14,-86.65318852846869
1914,3.9214737717913756e-09,-2.427491757712218e-14,-24.27491757712218
1915,3.921466175274644e-09,-3.187143430875049e-14,-31.87143430875049
1916,3.921458834412785e-09,-3.921229616810672e-14,-39.21229616810672
1917,3.921447768801467e-09,-5.027790748598259e-14,-50.27790748598259
1918,3.921505779607912e-09,7.732898958994882e-15,7.732898958994881
1919,3.9214953136959205e-09,-2.7330130322249412e-15,-2.733013032224941
1920,3.92149194722107e-09,-6.099487882846745e-15,-6.099487882846745
1921,3.921476114155959e-09,-2.1932552993575872e-14,-21.93255299357587
1922,3.921484000452826e-09,-1.4046256126296498e-14,-14.046256126296498
1923,3.921470798583758e-09,-2.724812519472918e-14,-27.24812519472918
1924,3.921475612658244e-09,-2.2434050708459042e-14,-22.434050708459043
1925,3.921524122628157e-09,2.6075919204082264e-14,26.075919204082265
1926,3.921513531328184e-09,1.5484619231614493e-14,15.484619231614493
1927,3.921504469430901e-09,6.422721948709086e-15,6.422721948709086
1928,3.921505257401935e-09,7.210692982617238e-15,7.210692982617238
1929,3.921490927257876e-09,-7.119451076612483e-15,-7.119451076612483
1930,3.921478828022417e-09,-1.9218686535627406e-14,-19.218686535627405
1931,3.921507411549022e-09,9.364840069020063e-15,9.364840069020063
1932,3.921545479432286e-09,4.7432723333081915e-14,47.43272333308192
1933,3.921521315493207e-09,2.3268784254245732e-14,23.268784254245734
1934,3.921511311180291e-09,1.3264471337961613e-14,13.264471337961613
1935,3.921519983876099e-09,2.1937167145999036e-14,21.937167145999037
1936,3.9214899397936424e-09,-8.106915310257968e-15,-8.106915310257968
1937,3.921509996720682e-09,1.19500117290945e-14,11.9500117290945
1938,3.9215539638563866e-09,5.591714743386723e-14,55.91714743386723
1939,3.921557992372189e-09,5.9945663236063e-14,59.945663236063
1940,3.921532310495858e-09,3.426378690563848e-14,34.26378690563848
1941,3.921536908353326e-09,3.8861644373660697e-14,38.861644373660695
1942,3.921524707067338e-09,2.6660358385160575e-14,26.660358385160574
1943,3.921508531746706e-09,1.0485037753632086e-14,10.485037753632087
1944,3.9215206799609985e-09,2.2633252045789042e-14,22.633252045789042
1945,3.92157119082602e-09,7.314411706765235e-14,73.14411706765235
1946,3.921564859735854e-09,6.681302690164049e-14,66.8130269016405
1947,3.921559932687502e-09,6.188597854899737e-14,61.885978548997365
1948,3.921529678432454e-09,3.1631723501604047e-14,31.631723501604046
1949,3.9215414932816835e-09,4.344657273077602e-14,43.44657273077602
1950,3.921523097487898e-09,2.5050778944942908e-14,25.05077894494291
1951,3.921572370627719e-09,7.432391876669676e-14,74.32391876669676
1952,3.92158113423388e-09,8.308752492689709e-14,83.08752492689709
1953,3.921563113682466e-09,6.506697351296121e-14,65.06697351296121
1954,3.92156941146052e-09,7.136475156722345e-14,71.36475156722345
1955,3.921545474851532e-09,4.7428142578903164e-14,47.42814257890316
1956,3.921543945584367e-09,4.589887541461236e-14,45.89887541461236
1957,3.921553932658469e-09,5.588594951635396e-14,55.88594951635396
1958,3.921612728535707e-09,1.1468182675442818e-13,114.68182675442819
1959,3.921585696339781e-09,8.76496308282816e-14,87.6496308282816
1960,3.921568768880997e-09,7.07221720446456e-14,70.7221720446456
1961,3.921566157254804e-09,6.811054585156252e-14,68.11054585156252
1962,3.92155428017237e-09,5.6233463417689876e-14,56.233463417689876
1963,3.921554441040868e-09,5.639433191503241e-14,56.39433191503241
1964,3.921619025527715e-09,1.2097881876211537e-13,120.97881876211537
1965,3.921593312426362e-09,9.526571740912327e-14,95.26571740912327
1966,3.921585272470942e-09,8.722576198894839e-14,87.22576198894839
1967,3.9215858652855845e-09,8.781857663180915e-14,87.81857663180915
1968,3.921567590814022e-09,6.954410506907717e-14,69.54410506907716
1969,3.921559391562197e-09,6.134485324470985e-14,61.34485324470985
1970,3.921609599555342e-09,1.1155284638968933e-13,111.55284638968934
1971,3.9216235388716235e-09,1.2549216267079234e-13,125.49216267079234
1972,3.921597754104507e-09,9.970739555419895e-14,99.70739555419895
1973,3.921598781846851e-09,1.0073513789855227e-13,100.73513789855227
1974,3.92158664141171e-09,8.85947027569829e-14,88.5947027569829
1975,3.9215767928986456e-09,7.874618969288495e-14,78.74618969288495
1976,3.921597815497455e-09,9.976878850221594e-14,99.76878850221594
1977,3.921642785005173e-09,1.4473829622050583e-13,144.73829622050584
1978,3.921613317745378e-09,1.1527103642506543e-13,115.27103642506543
1979,3.921610788925126e-09,1.1274221617290593e-13,112.74221617290593
1980,3.92160079732448e-09,1.027506155270942e-13,102.7506155270942
1981,3.921591140525465e-09,9.3093816512146e-14,93.09381651214599
1982,3.921597709408272e-09,9.966269931963824e-14,99.66269931963824
1983,3.921651999937593e-09,1.5395322864005757e-13,153.95322864005757
1984,3.921630549919182e-09,1.3250321022927848e-13,132.50321022927847
1985,3.921613342763343e-09,1.1529605439019553e-13,115.29605439019554
1986,3.921612850264506e-09,1.14803555553344e-13,114.803555553344
1987,3.921604145232368e-09,1.0609852341551219e-13,106.09852341551219
1988,3.921599787525681e-09,1.0174081672869551e-13,101.74081672869552
1989,3.92166038781349e-09,1.6234110453738305e-13,162.34110453738305
1990,3.921646357288701e-09,1.483105797485197e-13,148.3105797485197
1991,3.9216312034491465e-09,1.3315674019379843e-13,133.15674019379844
1992,3.921626666279895e-09,1.286195709423811e-13,128.6195709423811
1993,3.9216160959050245e-09,1.1804919607184229e-13,118.04919607184229
1994,3.921610539504416e-09,1.1249279546312564e-13,112.49279546312563
1995,3.92166941843154e-09,1.7137172258761225e-13,171.37172258761225
1996,3.921660402314694e-09,1.6235560574144004e-13,162.35560574144006
1997,3.921641077684907e-09,1.430309759544386e-13,143.0309759544386
1998,3.921638285322212e-09,1.4023861325920218e-13,140.23861325920217
1999,3.921627122186909e-09,1.2907547795591124e-13,129.07547795591125
2000,3.921610410538567e-09,1.1236382961470849e-13,112.3638296147085
2001,3.921677019149555e-09,1.7897244060265894e-13,178.97244060265893
2002,3.9216733017184615e-09,1.7525500950880358e-13,175.2550095088036
2003,3.921651244113153e-09,1.5319740420056361e-13,153.19740420056362
2004,3.9216491845898115e-09,1.5113788085876446e-13,151.13788085876445
2005,3.921637508897931e-09,1.39462188978431e-13,139.462188978431
2006,3.9216215885545455e-09,1.235418455928168e-13,123.54184559281678
2007,3.921681942701356e-09,1.838959924032958e-13,183.8959924032958
2008,3.921684663262762e-09,1.8661655380965937e-13,186.61655380965937
2009,3.921661132443542e-09,1.630857345894461e-13,163.0857345894461
2010,3.921659307839706e-09,1.6126113075337024e-13,161.26113075337025
2011,3.921647270810347e-09,1.4922410139400167e-13,149.22410139400168
2012,3.921631565952143e-09,1.3351924319016896e-13,133.51924319016896
2013,3.921689702065254e-09,1.9165535630123144e-13,191.65535630123145
2014,3.921694669066457e-09,1.9662235750393065e-13,196.62235750393066
2015,3.921670517270442e-09,1.724705614894263e-13,172.4705614894263
2016,3.921668688329797e-09,1.706416208446605e-13,170.6416208446605
2017,3.921656419199858e-09,1.583724909052171e-13,158.37249090521712
2018,3.921640352163918e-09,1.423054549656656e-13,142.3054549656656
2019,3.921700338224091e-09,2.022915151385858e-13,202.2915151385858
2020,3.9217032647297e-09,2.0521802074761298e-13,205.218020747613
2021,3.921683211272108e-09,1.8516456315521247e-13,185.16456315521248
2022,3.921676982964308e-09,1.7893625535515224e-13,178.93625535515224
2023,3.921658804824108e-09,1.607581151554456e-13,160.75811515544558
2024,3.921636638988318e-09,1.3859227936533726e-13,138.59227936533725
2025,3.921725822423261e-09,2.277757143079119e-13,227.7757143079119
2026,3.921704768897584e-09,2.0672218863161075e-13,206.72218863161075
2027,3.921691762645693e-09,1.9371593674014876e-13,193.71593674014878
2028,3.921683697048891e-09,1.856503399385946e-13,185.6503399385946
2029,3.921669961725249e-09,1.7191501629624474e-13,171.91501629624474
2030,3.921665452040523e-09,1.674053315698999e-13,167.40533156989991
2031,3.9217206346242855e-09,2.22587915332786e-13,222.587915332786
2032,3.921716088781417e-09,2.1804207246398878e-13,218.04207246398877
2033,3.921693832252115e-09,1.9578554316215203e-13,195.78554316215204
2034,3.9216856380418306e-09,1.8759133287788677e-13,187.59133287788677
2035,3.9216765171639495e-09,1.7847045499679815e-13,178.47045499679817
2036,3.921667625784563e-09,1.695790756105704e-13,169.5790756105704
2037,3.921744744624306e-09,2.4669791535354103e-13,246.69791535354102
2038,3.921712235825051e-09,2.1418911609857273e-13,214.18911609857273
2039,3.925448878276672e-09,3.950831567718965e-12,3950.831567718965
2040,3.927826338647172e-09,6.328291938218955e-12,6328.291938218955
2041,3.922504528082243e-09,1.0064813732904378e-12,1006.4813732904378
2042,3.921309482690389e-09,-1.8856401856374204e-13,-188.56401856374205
2043,3.920746089418467e-09,-7.519572904860138e-13,-751.9572904860138
2044,3.920996396490628e-09,-5.016502183246623e-13,-501.65021832466226
2045,3.920970633624395e-09,-5.274130845573714e-13,-527.4130845573715
2046,3.920987393899204e-09,-5.106528097487327e-13,-510.6528097487327
2047,3.921008664482155e-09,-4.893822267975e-13,-489.3822267975
2048,3.921016126449397e-09,-4.819202595554771e-13,-481.9202595554771
2049,3.921021129608742e-09,-4.769171002103255e-13,-476.9171002103255
2050,3.921027216401054e-09,-4.708303078988289e-13,-470.83030789882895
2051,3.921017325956471e-09,-4.807207524819478e-13,-480.7207524819478
2052,3.92106682233352e-09,-4.3122437543287916e-13,-431.2243754328792
2053,3.921082605579541e-09,-4.1544112941197574e-13,-415.44112941197574
2054,3.921090421186426e-09,-4.076255225263424e-13,-407.6255225263424
2055,3.921086654261503e-09,-4.1139244744937175e-13,-411.39244744937173
2056,3.92107934893437e-09,-4.1869777458252476e-13,-418.69777458252474
2057,3.921091470450184e-09,-4.0657625876886526e-13,-406.5762587688653
2058,3.9210936067892495e-09,-4.044399197031455e-13,-404.4399197031455
2059,3.921086236572616e-09,-4.118101363363218e-13,-411.81013633632176
2060,3.921094585742496e-09,-4.0346096645655404e-13,-403.46096645655405
2061,3.921107013843579e-09,-3.9103286537356995e-13,-391.03286537356996
2062,3.921141953125949e-09,-3.560935830034866e-13,-356.0935830034866
2063,3.921149899650247e-09,-3.4814705870552564e-13,-348.14705870552564
2064,3.921137363969204e-09,-3.606827397490746e-13,-360.6827397490746
2065,3.921133294362139e-09,-3.6475234681360757e-13,-364.7523468136076
2066,3.92113885672586e-09,-3.5918998309294225e-13,-359.18998309294227
2067,3.921136942079033e-09,-3.61104629919443e-13,-361.104629919443
2068,3.921137936699001e-09,-3.6011000995145913e-13,-360.1100099514591
2069,3.921122788578613e-09,-3.7525813033972054e-13,-375.25813033972054
2070,3.921173103934878e-09,-3.249427740746107e-13,-324.94277407461067
2071,3.921180756803018e-09,-3.1728990593506744e-13,-317.28990593506745
2072,3.921183128956056e-09,-3.149177528968321e-13,-314.9177528968321
2073,3.9211780643495526e-09,-3.199823594001093e-13,-319.9823594001093
2074,3.9211774539979396e-09,-3.2059271101311003e-13,-320.59271101311003
2075,3.921178506216148e-09,-3.1954049280471285e-13,-319.54049280471287
2076,3.9211753333527e-09,-3.2271335625238306e-13,-322.71335625238305
2077,3.921179754918895e-09,-3.18291790057607e-13,-318.291790057607
2078,3.921172781493152e-09,-3.252652158007079e-13,-325.2652158007079
2079,3.9212331945392455e-09,-2.648521697072086e-13,-264.8521697072086
2080,3.921223779436e-09,-2.7426727295285546e-13,-274.2672729528555
2081,3.921215499112958e-09,-2.825475959946704e-13,-282.54759599467036
2082,3.921208392791134e-09,-2.896539178190637e-13,-289.6539178190637
2083,3.92121418487019e-09,-2.83861838763103e-13,-283.861838763103
2084,3.9212091507839775e-09,-2.8889592497522475e-13,-288.8959249752248
2085,3.9211957395825746e-09,-3.0230712637811007e-13,-302.30712637811007
2086,3.9212072278972145e-09,-2.908188117382364e-13,-290.81881173823643
2087,3.9212568241021786e-09,-2.412226067741362e-13,-241.22260677413618
